,Unnamed: 0,faq_id,faq,query,match,score
164,164,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,why can't I tick on Include Actuals?,0.0,9.909845025742742e-14
165,165,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,What to do when I can't tick on MME's Include Actuals?,0.0,1.2266114502151176e-13
166,166,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,If changed the owner name of contract in MME then it will that get effect into/anywhere..?,0.0,4.779903139962016e-09
167,167,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,what is the effect of changing the owner name of a contract?,0.0,9.577263981874751e-11
168,168,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,What will happen when I change the owner name of an MME contract?,0.0,2.6000167730605428e-12
169,169,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,Can you tell me about contract commitment in WMU Dashboard? How can I use it?,0.0,2.376270735737762e-08
170,170,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,How can I use the contract commitment in WMU Dashboard?,0.0,3.871432688318244e-12
171,171,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,What is a Contract Commitment graph in the WMU Dashboard and how can I use it?,0.0,7.201997931360893e-08
172,172,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,How can I close a contract?,0.0,1.2276058392046707e-08
173,173,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,is there a way to delete a contract?,0.0,5.676747072413946e-09
174,174,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,how can I delete a contract?,0.0,1.3529399822687083e-09
175,175,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,What are the steps needed for managing the Submission Confirmation email?,0.0,3.18184504622971e-14
176,176,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,Can I control which resources will be receiving the Submission Confirmation email?,0.0,1.7865188630750498e-14
177,177,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,"Regarding contracts, how do I end one in MME?",0.0,1.6826914306378171e-09
178,178,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,Can you terminate a contract in MME?,0.0,2.352499528512908e-09
179,179,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,Are there applications that supports MME for Cost Collectors?,0.0,5.319546971804812e-07
180,180,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,Once a cost collector has been activated can I use applications that are integrated with MME?,0.0,3.9725279066260555e-08
181,181,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,What is the relevance of ODE Version in the graph?,0.0,8.715169697026681e-10
182,182,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,What are the details for using dashboards?,0.0,1.7673867604888274e-15
183,183,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,If I have a View Only access to a contract can I run reports for that contract?,0.0,9.282214580297321e-11
184,184,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,What type of access needed to run reports for a specific contract?,0.0,1.6367844857256841e-09
185,185,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,Can you give me details regarding the availability of the revenue amounts? ,0.0,2.2040200220452277e-10
186,186,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,How long will it take to receive the revenue amounts in MME?,0.0,4.8407002850581193e-08
187,187,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,Can I change the Owner field on a contract WMU?,0.0,5.549293646822662e-08
188,188,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,I want to change the owner field on a contract.,0.0,8.120720207394072e-10
189,189,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,How to view resources on the roster page?,0.0,1.0161862738539314e-14
190,190,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,Roster page wasn't able to diplay all resources. Why?,0.0,9.968152692163557e-11
191,191,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,What is the link for Contract Loss?,0.0,3.029876438631618e-07
192,192,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,Can you provide details for PoC Contract Loss?,0.0,3.2032398955550434e-09
193,193,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,What is the use of Include Actuals?,0.0,3.0908939687226966e-13
194,194,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,"Checkbox is disabled in Include Actuals, can I have an alternative solution for this matter?",0.0,1.1913779966905846e-13
195,195,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,Can you give me information about deleting contracts,0.0,1.2320135189813897e-10
196,196,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,Can you tell me the process of deleting a contract,0.0,4.74976225017798e-10
197,197,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,I need to know how i close a contract in MME with the Strikethrough,0.0,1.6111613376779133e-08
198,198,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,I couldn't delete a contract,0.0,1.0740048850266248e-09
199,199,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,can I delete a contract from mme,0.0,2.352499528512908e-09
200,200,3.0,I have assigned the Revenue Assignment and all Cost Collectors?at the Contract level. How do I move the Cost Collectors and Revenue Assignments below the Contract level?,I need to close / Delete a contract in MME,0.0,7.938533741480569e-08
